input_text,target_text,input_emotion,target_emotion
"neutral to neutral: "" The board did so and accepted that resignation , "" said McCall , who chaired the meeting .",""" The board did so , and accepted that resignation , "" said the chairman of the exchange 's compensation committee , H. Carl McCall .",neutral,neutral
"neutral to neutral: Officials in Malawi said the five suspects had been on the CIA 's "" watch list "" since the twin 1998 truck bombings of U.S. embassies in Kenya and Tanzania .",Officials in Malawi said the men were on the CIA 's ' ' watch list ' ' since the twin 1998 bombings at the US embassies in Kenya and Tanzania .,neutral,neutral
"neutral to neutral: Passengers would be given a refund and voucher for another trip , she said .",Passengers on that cruise are to be given a refund and voucher for another trip .,neutral,neutral
"neutral to neutral: No Americans were reported among the casualties , according to Capt. Michael Calvert , a spokesman for the regiment .","None of the casualties was Americans , said Capt. Michael Calvert , regiment spokesman .",neutral,neutral
neutral to neutral: Suspected rebels also blew up an oil pipeline in north-east Colombia .,"Also Sunday , suspected rebels dynamited an oil pipeline in northeast Colombia .",neutral,neutral
"neutral to neutral: While robbery appeared to be the motive , the suspects drove off before taking anything .","While robbery appeared to be the motive , the suspects fled before they could take anything , he said .",neutral,neutral
"neutral to neutral: However , Hayes , the CDC official , said there are many complicated interactions in play .","But Hayes , of the CDC said , "" Many complicated interactions come into play that are often difficult to predict . """,neutral,neutral
"neutral to neutral: Mr. Bankhead said the crime scenes indicated that the killer was "" very methodical . """,GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical .,neutral,neutral
neutral to neutral: ISC and NASCAR officials declined to comment .,NASCAR officials could not be reached for comment Tuesday .,neutral,neutral
neutral to neutral: Defense attorneys said Durst accidentally shot Black in the face as they struggled for a gun after the elderly man illegally entered his apartment .,Durst 's attorneys contend their client accidentally shot Black in the face as they struggled for a gun after Black illegally entered his apartment .,neutral,neutral
"neutral to neutral: Since March 11 , when the market 's major indexes were at their lowest levels since hitting multi-year lows in October , the Nasdaq has barreled back 21.2 percent .","Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .",neutral,neutral
"neutral to neutral: In March 2002 , 63 percent of home broadband users connected via cable modem ; 34 percent used a DSL service .","In the earlier survey , 63 percent of home broadband users had cable modems , compared with 34 percent who connected with DSL technology .",neutral,neutral
"neutral to neutral: The blue-chip Dow Jones industrial average .DJI was down 63.09 points , or 0.68 percent , at 9,270.70 .","In the first hour of trading , the Dow Jones industrial average was up 12.98 , or 0.1 percent , at 9,346.77 .",neutral,neutral
"neutral to neutral: If convicted , Ciobanu could face up to 15 years in prison based on new laws in Romania designed to prosecute cybercrime , Softwin said .","Ciobanu could face up to 15 years in prison under a new law in Romania , according to BitDefender 's Web site .",neutral,neutral
"neutral to neutral: "" Accordingly , there needs to be more on the horizon than simply winning a war against terrorism .",""" There must be more on the horizon than simply winning a war against terrorism , "" namely , a "" promise of a better and fairer world . """,neutral,neutral
"neutral to neutral: The hot technologies -- networking , storage and wireless products -- will be front and center this week .","Storage , networking and wireless products will be prevalent at the show .",neutral,neutral
"neutral to neutral: Neither military action nor large-scale bribery can solve the North Korean problem , Wolfowitz said .","Indeed , Wolfowitz admitted Saturday that neither military action nor "" large scale bribery "" would solve the issue .",neutral,neutral
neutral to neutral: A spokesman for the U.S. Attorney 's Office was not available for comment .,A spokesman for the United States Attorney 's office in Manhattan had no comment .,neutral,neutral
"neutral to neutral: Since June of last year the Red Cross has spent $ 114 million on disasters , but taken in only $ 40 million in donations .","Between July 1 , 2002 and June 30 , 2003 , the Red Cross spent $ 114 million on disaster relief , while taking in only $ 39.5 million .",neutral,neutral
neutral to neutral: The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis .,"At the United Nations , the United States and Britain are seeking backing for their agenda to hand over power to Iraqis .",neutral,neutral
"neutral to neutral: The broader Standard & Poor 's 500 Index edged up 1.01 points , or 0.1 percent , at 1,012.67 .","But the technology-laced Nasdaq Composite Index was up 5.91 points , or 0.35 percent , at 1,674.35 .",neutral,neutral
neutral to neutral: Water samples are being tested in a state lab to determine what caused the reaction .,Water samples are being sent to the state health department for analysis .,neutral,neutral
"neutral to neutral: The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .","The Dow Jones rose 41.61 points Friday , a gain of 0.4 % for the day and 0.7 % for the week .",neutral,neutral
"neutral to neutral: On the upside , Coca-Cola Co . ( nyse : KO - news - people ) reported higher profit for the quarter early on Thursday , helped by European demand .","Coca-Cola Co . ( KO ) reported higher profit for the quarter , helped by European demand , early on Thursday .",neutral,neutral
"neutral to neutral: They made a similar discovery in Houston on another aircraft , Dallas-based Southwest said in a statement .",The airline said a similar discovery was made on the plane in Houston .,neutral,neutral
"neutral to neutral: Bush said resistance forces hostile to the U.S. presence "" feel like ... the conditions are such that they can attack us there .",There are some who feel like the conditions are such that they can attack us there .,neutral,neutral
neutral to neutral: The United States and Russia have spent billions since the 1960s on a handful of space craft designed to land on Mars .,The United States and Russia spent billions on a dozen or so robotic craft meant to land on Mars and radio back their findings .,neutral,neutral
"neutral to neutral: Charles Howell III picked up some local knowledge a year ago that provided much-needed insight in the opening round of the Memorial Tournament in Dublin , Ohio .",Charles Howell III picked up some local knowledge a year ago that provided some much needed insight in Thursday 's opening round of the Memorial Tournament .,neutral,neutral
