input_text,target_text
"joy to admiration: But that afternoon, as we moved away from the skateboarding, a most wonderful thing happened.",We witnessed a most wonderful thing as we left the skateboarding behind that afternoon.
"joy to surprise: For the first time since we’d owned her, Susie-Belle let out an almighty WOOF!, followed by a series of joyous barks.","Susie-Belle surprised us by letting out a loud WOOF! and a series of joyful barks, which was a first for us since we had her."
sadness to disappointment: The country's slum-dwelling population are some of the hardest hit by the epidemic which has sent shockwaves across West Africa and the world.,The country's slum-dwelling population are some of the hardest hit by the epidemic which has sent shockwaves across West Africa and the world.
joy to approval: Lt Cdr Francis said: ‘I'm pleased to see that this government has finally agreed to give us a British campaign medal.,"Lt Cdr Francis has welcomed the government's decision to grant the British campaign medal, as stated by him."
annoyance to disapproval: I'm not making any of the arguments you just blasted.,I am not advocating for any of the arguments you just denounced.
"annoyance to disapproval: And while it doesn't make me uncomfortable, I think it's absurd to say someone like Larry Johnson's discomfort is illogical.","Although it doesn't make me uncomfortable, I find it illogical to say that someone like Larry Johnson's unease is baseless."
joy to approval: I'm comfortable with who I am.,I'm comfortable with who I am.
approval to disapproval: I don't care if gay guys are in the locker room.,The sexual orientation of men in the locker room is not something I care about.
"fear to disappointment: She said: 'At my first weigh-in, I was horrified to see 19st 10lb on the scales with 48 per cent body fat.","""During my initial weigh-in, I was dismayed to learn that I weighed 19st 10lb and had a body fat percentage of 48%,"" she disclosed."
admiration to surprise: But I’m amazed at what I can do now and feel .,But I’m amazed at what I can do now and feel .
admiration to approval: Everyone has been so motivating and I’ve .,The positive energy from everyone has been uplifting and I've...
"approval to disappointment: We all got flown over to Fernando's but our dates didn't work out, and Dave and I ended up building up a great friendship.","We all got flown over to Fernando's but our dates didn't work out, and Dave and I ended up building up a great friendship."
"admiration to love: Vasilis Metallinos: This is my fifth time-lapse video so far and it was inspired by my love for Corfu island, my birthplace -- its long and rich history, breathtaking landscapes and my passion for the night sky.","Vasilis Metallinos: This is my fifth time-lapse video so far and it was inspired by my love for Corfu island, my birthplace -- its long and rich history, breathtaking landscapes and my passion for the night sky."
pride to admiration: But my very best is the one with the Supermoon (when the full moon is at its closest point to Earth in its orbit) and the Old Fortress of Corfu at 3:21.,But my very best is the one with the Supermoon (when the full moon is at its closest point to Earth in its orbit) and the Old Fortress of Corfu at 3:21.
